Filename,NumOfPolygons,NumOfEllipses
test0572.png,3,5
test0573.png,4,4
test0574.png,0,1
test0575.png,0,5
test0576.png,3,4
test0577.png,0,4
test0578.png,0,3
test0579.png,4,1
test0580.png,3,5
test0581.png,5,3
test0582.png,2,3
test0583.png,2,3
test0584.png,0,0
test0585.png,1,5
test0586.png,2,5
test0587.png,5,0
test0588.png,2,4
test0589.png,3,4
test0590.png,5,4
test0591.png,1,4
test0592.png,5,1
test0593.png,0,4
test0594.png,4,5
test0595.png,1,2
test0596.png,2,5
test0597.png,1,5
test0598.png,2,0
test0599.png,1,5
test0600.png,4,0
test0601.png,0,0
test0602.png,3,1
test0603.png,1,0
test0604.png,1,0
test0605.png,0,2
test0606.png,5,1
test0607.png,5,5
test0608.png,2,4
test0609.png,1,1
test0610.png,1,4
test0611.png,2,3
test0612.png,1,4
test0613.png,4,4
test0614.png,2,4
test0615.png,3,5
test0616.png,5,4
test0617.png,1,1
test0618.png,0,0
test0619.png,0,1
test0620.png,4,3
test0621.png,3,5
test0622.png,4,3
test0623.png,2,3
test0624.png,5,2
test0625.png,5,5
test0626.png,2,4
test0627.png,1,4
test0628.png,5,4
test0629.png,0,5
test0630.png,5,5
test0631.png,3,5
test0632.png,0,0
test0633.png,2,0
test0634.png,3,5
test0635.png,4,5
test0636.png,4,2
test0637.png,1,4
test0638.png,1,2
test0639.png,2,1
test0640.png,0,3
test0641.png,0,2
test0642.png,5,4
test0643.png,0,5
test0644.png,2,1
test0645.png,4,0
test0646.png,0,0
test0647.png,0,1
test0648.png,2,0
test0649.png,1,2
test0650.png,3,5
test0651.png,3,3
test0652.png,1,1
test0653.png,5,0
test0654.png,0,4
test0655.png,4,0
test0656.png,5,2
test0657.png,0,2
test0658.png,2,3
test0659.png,1,1
test0660.png,2,0
test0661.png,4,0
test0662.png,2,2
test0663.png,1,5
test0664.png,3,1
test0665.png,3,4
test0666.png,1,4
test0667.png,3,1
test0668.png,0,4
test0669.png,1,3
test0670.png,2,3
test0671.png,3,0
test0672.png,2,3
test0673.png,1,4
test0674.png,0,2
test0675.png,3,2
test0676.png,5,4
test0677.png,3,5
test0678.png,3,4
test0679.png,2,2
test0680.png,0,1
test0681.png,4,5
test0682.png,4,1
test0683.png,2,4
test0684.png,3,4
test0685.png,3,2
test0686.png,2,5
test0687.png,2,0
test0688.png,5,4
test0689.png,4,3
test0690.png,0,0
test0691.png,1,1
test0692.png,1,1
test0693.png,0,0
test0694.png,4,1
test0695.png,3,4
test0696.png,1,1
test0697.png,1,5
test0698.png,5,4
test0699.png,3,1
test0700.png,3,0
test0701.png,4,3
test0702.png,5,1
test0703.png,1,0
test0704.png,3,3
test0705.png,5,1
test0706.png,4,1
test0707.png,0,0
test0708.png,5,1
test0709.png,0,2
test0710.png,0,1
test0711.png,4,3
test0712.png,2,3
test0713.png,1,2
test0714.png,1,3
test0715.png,1,3
test0716.png,3,1
test0717.png,3,0
test0718.png,5,2
test0719.png,5,2
test0720.png,0,3
test0721.png,2,5
test0722.png,2,5
test0723.png,1,0
test0724.png,4,2
test0725.png,4,4
test0726.png,0,4
test0727.png,3,4
test0728.png,3,2
test0729.png,1,3
test0730.png,0,1
test0731.png,2,4
test0732.png,4,5
test0733.png,3,1
test0734.png,5,0
test0735.png,1,5
test0736.png,4,0
test0737.png,4,3
test0738.png,2,3
test0739.png,2,2
test0740.png,0,2
test0741.png,5,2
test0742.png,1,5
test0743.png,1,3
test0744.png,2,5
test0745.png,0,1
test0746.png,1,0
test0747.png,3,1
test0748.png,0,3
test0749.png,1,1
test0750.png,4,1
test0751.png,3,3
test0752.png,3,5
test0753.png,2,5
test0754.png,4,3
test0755.png,2,2
test0756.png,0,3
test0757.png,2,0
test0758.png,0,4
test0759.png,4,1
test0760.png,2,3
test0761.png,5,0
test0762.png,2,2
test0763.png,2,1
test0764.png,3,1
test0765.png,3,5
test0766.png,1,4
test0767.png,3,5
test0768.png,2,1
test0769.png,3,2
test0770.png,3,2
test0771.png,0,4
test0772.png,0,4
test0773.png,0,5
test0774.png,5,0
test0775.png,5,3
test0776.png,4,5
test0777.png,5,2
test0778.png,1,1
test0779.png,5,1
test0780.png,1,2
test0781.png,1,4
test0782.png,4,3
test0783.png,1,1
test0784.png,1,1
test0785.png,4,3
test0786.png,2,2
test0787.png,4,5
test0788.png,5,3
test0789.png,2,5
test0790.png,4,2
test0791.png,2,5
test0792.png,1,0
test0793.png,4,3
test0794.png,2,3
test0795.png,0,1
test0796.png,1,0
test0797.png,0,5
test0798.png,1,5
test0799.png,3,3
test0800.png,3,1
test0801.png,4,3
test0802.png,2,5
test0803.png,4,1
test0804.png,2,0
test0805.png,1,1
test0806.png,0,1
test0807.png,2,3
test0808.png,0,5
test0809.png,0,4
test0810.png,2,3
test0811.png,4,3
test0812.png,4,0
test0813.png,2,5
test0814.png,3,3
test0815.png,1,2
test0816.png,2,1
test0817.png,0,1
test0818.png,4,4
test0819.png,1,2
test0820.png,2,2
test0821.png,0,4
test0822.png,4,5
test0823.png,2,4
test0824.png,5,5
test0825.png,5,4
test0826.png,0,4
test0827.png,4,5
test0828.png,3,4
test0829.png,5,3
test0830.png,4,2
test0831.png,0,2
test0832.png,2,2
test0833.png,5,4
test0834.png,0,2
test0835.png,1,4
test0836.png,3,2
test0837.png,0,4
test0838.png,2,2
test0839.png,0,2
test0840.png,1,2
test0841.png,1,3
test0842.png,0,1
test0843.png,2,0
test0844.png,5,5
test0845.png,1,1
test0846.png,0,4
test0847.png,0,1
test0848.png,5,5
test0849.png,0,0
test0850.png,0,1
test0851.png,3,3
test0852.png,2,3
test0853.png,5,5
test0854.png,0,3
test0855.png,0,2
test0856.png,0,5
test0857.png,4,2
test0858.png,1,3
test0859.png,3,2
test0860.png,3,3
test0861.png,3,2
test0862.png,5,3
test0863.png,2,2
test0864.png,0,2
test0865.png,1,2
test0866.png,5,1
test0867.png,2,0
test0868.png,2,1
test0869.png,2,4
test0870.png,0,4
test0871.png,0,4
test0872.png,0,1
test0873.png,0,1
test0874.png,3,1
test0875.png,1,5
test0876.png,2,5
test0877.png,5,3
test0878.png,0,0
test0879.png,4,4
test0880.png,5,1
test0881.png,5,0
test0882.png,1,0
test0883.png,2,4
test0884.png,2,5
test0885.png,3,0
test0886.png,5,5
test0887.png,5,5
test0888.png,5,4
test0889.png,4,2
test0890.png,1,5
test0891.png,5,2
test0892.png,4,0
test0893.png,2,4
test0894.png,5,5
test0895.png,5,4
test0896.png,5,2
test0897.png,0,1
test0898.png,2,3
test0899.png,4,3
test0900.png,2,3
test0901.png,0,3
test0902.png,1,2
test0903.png,3,0
test0904.png,0,4
test0905.png,3,4
test0906.png,4,5
test0907.png,1,4
test0908.png,2,5
test0909.png,0,2
test0910.png,4,0
test0911.png,1,5
test0912.png,0,2
test0913.png,4,4
test0914.png,0,3
test0915.png,2,1
test0916.png,0,3
test0917.png,2,2
test0918.png,5,0
test0919.png,4,3
test0920.png,0,0
test0921.png,4,4
test0922.png,4,0
test0923.png,5,2
test0924.png,0,4
test0925.png,4,5
test0926.png,3,2
test0927.png,4,0
test0928.png,4,0
test0929.png,2,3
test0930.png,1,4
test0931.png,3,0
test0932.png,5,4
test0933.png,4,4
test0934.png,0,4
test0935.png,5,1
test0936.png,1,0
test0937.png,1,4
test0938.png,1,5
test0939.png,3,4
test0940.png,1,0
test0941.png,1,3
test0942.png,0,2
test0943.png,4,4
test0944.png,5,5
test0945.png,5,4
test0946.png,5,3
test0947.png,3,3
test0948.png,5,1
test0949.png,4,2
test0950.png,5,5
test0951.png,4,5
test0952.png,3,5
test0953.png,3,2
test0954.png,5,1
test0955.png,2,0
test0956.png,1,2
test0957.png,1,4
test0958.png,4,4
test0959.png,0,5
test0960.png,0,5
test0961.png,1,0
test0962.png,1,3
test0963.png,4,4
test0964.png,4,5
test0965.png,1,5
test0966.png,2,5
test0967.png,0,3
test0968.png,3,1
test0969.png,1,1
test0970.png,3,1
test0971.png,1,2
test0972.png,2,2
test0973.png,5,1
test0974.png,2,5
test0975.png,1,0
test0976.png,0,3
test0977.png,1,4
test0978.png,3,1
test0979.png,5,4
test0980.png,4,4
test0981.png,3,5
test0982.png,5,4
test0983.png,1,3
test0984.png,2,2
test0985.png,2,1
test0986.png,5,5
test0987.png,1,5
test0988.png,0,2
test0989.png,1,0
test0990.png,5,1
test0991.png,5,3
test0992.png,3,5
test0993.png,4,4
test0994.png,0,0
test0995.png,2,2
test0996.png,2,5
test0997.png,2,2
test0998.png,2,3
test0999.png,0,0
test1000.png,0,4
test1001.png,3,1
test1002.png,0,3
test1003.png,1,5
test1004.png,1,5
test1005.png,5,5
test1006.png,0,0
test1007.png,1,3
test1008.png,2,4
test1009.png,5,2
test1010.png,5,4
test1011.png,0,0
test1012.png,1,3
test1013.png,1,2
test1014.png,0,0
test1015.png,3,3
test1016.png,3,0
test1017.png,0,4
test1018.png,5,2
test1019.png,1,3
test1020.png,2,3
test1021.png,5,1
test1022.png,4,3
test1023.png,2,4
test1024.png,2,0
test1025.png,1,0
test1026.png,1,5
test1027.png,2,1
test1028.png,1,1
test1029.png,4,4
test1030.png,0,4
test1031.png,2,0
test1032.png,4,5
test1033.png,5,5
test1034.png,3,4
test1035.png,0,1
test1036.png,5,1
test1037.png,0,4
test1038.png,1,2
test1039.png,0,3
test1040.png,2,3
test1041.png,1,5
test1042.png,4,1
test1043.png,3,2
test1044.png,2,1
test1045.png,2,5
test1046.png,0,2
test1047.png,5,3
test1048.png,3,0
test1049.png,3,5
test1050.png,5,2
test1051.png,4,4
test1052.png,4,4
test1053.png,5,5
test1054.png,2,2
test1055.png,2,5
test1056.png,1,1
test1057.png,2,3
test1058.png,4,0
test1059.png,5,2
test1060.png,0,2
test1061.png,0,2
test1062.png,3,1
test1063.png,0,5
test1064.png,5,0
test1065.png,0,4
test1066.png,5,2
test1067.png,5,5
test1068.png,1,4
test1069.png,2,1
test1070.png,4,5
test1071.png,2,4
test1072.png,2,4
test1073.png,0,1
test1074.png,3,5
test1075.png,5,3
test1076.png,1,3
test1077.png,1,5
test1078.png,0,5
test1079.png,0,2
test1080.png,2,5
test1081.png,1,2
test1082.png,4,5
test1083.png,2,1
test1084.png,2,0
test1085.png,5,1
test1086.png,4,3
test1087.png,5,2
test1088.png,2,3
test1089.png,4,2
test1090.png,4,5
test1091.png,2,4
test1092.png,5,2
test1093.png,1,0
test1094.png,5,5
test1095.png,3,3
test1096.png,3,5
test1097.png,4,3
test1098.png,5,4
test1099.png,4,0
test1100.png,4,0
test1101.png,3,2
test1102.png,0,2
test1103.png,1,2
test1104.png,0,5
test1105.png,1,2
test1106.png,1,3
test1107.png,2,2
test1108.png,4,5
test1109.png,4,0
test1110.png,1,3
test1111.png,3,4
test1112.png,3,5
test1113.png,1,4
test1114.png,4,2
test1115.png,5,4
test1116.png,5,4
test1117.png,1,4
test1118.png,2,0
test1119.png,1,0
test1120.png,2,4
test1121.png,5,0
test1122.png,5,3
test1123.png,4,2
test1124.png,3,2
test1125.png,3,1
test1126.png,5,0
test1127.png,4,5
test1128.png,2,5
test1129.png,2,1
test1130.png,3,2
test1131.png,0,4
test1132.png,1,5
test1133.png,3,2
test1134.png,4,2
test1135.png,2,5
test1136.png,3,3
test1137.png,0,0
test1138.png,5,5
test1139.png,1,2
test1140.png,1,1
test1141.png,5,4
test1142.png,0,0
test1143.png,0,2
test1144.png,0,2
test1145.png,0,5
test1146.png,3,5
test1147.png,5,4
test1148.png,0,1
test1149.png,5,3
test1150.png,3,4
test1151.png,1,3
test1152.png,0,5
test1153.png,2,0
test1154.png,4,5
test1155.png,2,5
test1156.png,4,1
test1157.png,3,2
test1158.png,4,2
test1159.png,1,4
test1160.png,4,3
test1161.png,3,1
test1162.png,2,3
test1163.png,3,5
test1164.png,3,5
test1165.png,0,5
test1166.png,4,2
test1167.png,3,4
test1168.png,0,4
test1169.png,3,0
test1170.png,3,3
test1171.png,5,4
test1172.png,1,3
test1173.png,4,3
test1174.png,2,2
test1175.png,4,0
test1176.png,3,0
test1177.png,0,2
test1178.png,0,4
test1179.png,2,5
test1180.png,4,1
test1181.png,1,1
test1182.png,4,4
test1183.png,2,3
test1184.png,3,3
test1185.png,0,5
test1186.png,1,2
test1187.png,5,1
test1188.png,0,3
test1189.png,5,5
test1190.png,0,2
test1191.png,4,5
test1192.png,0,2
test1193.png,5,0
test1194.png,0,4
test1195.png,5,2
test1196.png,0,1
test1197.png,0,4
test1198.png,4,2
test1199.png,1,3
test1200.png,4,3
test1201.png,3,0
test1202.png,3,0
test1203.png,1,4
test1204.png,4,5
test1205.png,2,1
test1206.png,2,3
test1207.png,0,2
test1208.png,3,5
test1209.png,4,1
test1210.png,0,2
test1211.png,1,5
test1212.png,3,1
test1213.png,0,0
test1214.png,1,1
test1215.png,3,2
test1216.png,3,5
test1217.png,1,2
test1218.png,4,3
test1219.png,2,2
test1220.png,2,2
test1221.png,5,0
test1222.png,0,4
test1223.png,2,1
test1224.png,0,3
test1225.png,3,2
test1226.png,0,3
test1227.png,4,0
test1228.png,1,3
test1229.png,5,5
test1230.png,2,2
test1231.png,1,1
test1232.png,4,5
test1233.png,2,4
test1234.png,0,3
test1235.png,5,5
test1236.png,2,0
test1237.png,2,0
test1238.png,4,0
test1239.png,2,2
test1240.png,2,3
test1241.png,1,0
test1242.png,2,0
test1243.png,4,2
test1244.png,1,3
test1245.png,1,5
test1246.png,4,2
test1247.png,3,5
test1248.png,5,5
test1249.png,4,1
test1250.png,0,0
test1251.png,5,3
test1252.png,2,4
test1253.png,3,2
test1254.png,0,3
test1255.png,2,5
test1256.png,1,5
test1257.png,3,2
test1258.png,2,0
test1259.png,5,3
test1260.png,2,3
test1261.png,2,1
test1262.png,1,3
test1263.png,1,2
test1264.png,0,1
test1265.png,0,5
test1266.png,5,4
test1267.png,3,3
test1268.png,3,3
test1269.png,4,1
test1270.png,4,2
test1271.png,4,3
test1272.png,4,3
test1273.png,4,4
test1274.png,2,3
test1275.png,2,0
test1276.png,2,0
test1277.png,4,0
test1278.png,3,0
test1279.png,3,3
test1280.png,4,5
test1281.png,2,0
test1282.png,5,2
test1283.png,3,3
test1284.png,2,5
test1285.png,3,5
test1286.png,0,1
test1287.png,2,3
test1288.png,4,0
test1289.png,2,2
test1290.png,2,4
test1291.png,1,1
test1292.png,5,5
test1293.png,3,2
test1294.png,4,4
test1295.png,0,0
test1296.png,3,2
test1297.png,4,4
test1298.png,1,5
test1299.png,5,4
test1300.png,5,1
test1301.png,2,0
test1302.png,1,3
test1303.png,4,0
test1304.png,4,1
test1305.png,1,3
test1306.png,3,5
test1307.png,3,1
test1308.png,2,0
test1309.png,3,2
test1310.png,3,2
test1311.png,2,1
test1312.png,1,0
test1313.png,3,3
test1314.png,3,1
test1315.png,1,3
test1316.png,3,5
test1317.png,0,3
test1318.png,3,0
test1319.png,0,5
test1320.png,0,5
test1321.png,0,4
test1322.png,5,5
test1323.png,3,0
test1324.png,1,4
test1325.png,0,3
test1326.png,0,1
test1327.png,0,0
test1328.png,0,4
test1329.png,4,0
test1330.png,2,0
test1331.png,0,3
test1332.png,4,1
test1333.png,4,0
test1334.png,3,5
test1335.png,1,4
test1336.png,5,4
test1337.png,0,3
test1338.png,2,2
test1339.png,5,3
test1340.png,0,2
test1341.png,4,3
test1342.png,1,5
test1343.png,2,2
test1344.png,5,3
test1345.png,0,1
test1346.png,2,2
test1347.png,2,4
test1348.png,4,3
test1349.png,2,5
test1350.png,0,1
test1351.png,3,3
test1352.png,4,2
test1353.png,4,2
test1354.png,5,1
test1355.png,1,5
test1356.png,5,5
test1357.png,3,5
test1358.png,0,5
test1359.png,3,0
test1360.png,0,1
test1361.png,3,0
test1362.png,3,0
test1363.png,2,4
test1364.png,3,1
test1365.png,5,5
test1366.png,0,1
test1367.png,4,2
test1368.png,2,1
test1369.png,2,4
test1370.png,1,0
test1371.png,1,2
test1372.png,4,3
test1373.png,4,4
test1374.png,1,4
test1375.png,0,4
test1376.png,5,3
test1377.png,4,3
test1378.png,2,0
test1379.png,1,0
test1380.png,3,5
test1381.png,5,5
test1382.png,2,2
test1383.png,1,3
test1384.png,1,5
test1385.png,4,2
test1386.png,2,3
test1387.png,1,4
test1388.png,4,5
test1389.png,5,5
test1390.png,1,1
test1391.png,0,4
test1392.png,0,3
test1393.png,3,5
test1394.png,0,3
